9bd01201         U101201 CAN通讯异常 
5100081d         P081D 空档输入电路 
5100081e         P081E 离合器 B 过度打滑 
51000980         P0980 换档电磁阀 C 控制电路高 
51000981         P0981 换档电磁阀 D 控制电路范围/性能 
51000982         P0982 换档电磁阀 D 控制电路低 
51000983         P0983 换档电磁阀 D 控制电路高 
51000984         P0984 换档电磁阀 E 控制电路范围/性能 
51000985         P0985 换档电磁阀 E 控制电路低 
51000986         P0986 换档电磁阀 E 控制电路高 
51000987         P0987 变速器液压传感器/开关 E 电路 
51000988         P0988 变速器液压传感器/开关 E 电路范围/性能 
51000989         P0989 变速器液压传感器/开关 E 电路低 
51000990         P0990 变速器液压传感器/开关 E 电路高 
51000991         P0991 变速器液压传感器/开关 E 电路间歇性故障 
51000992         P0992 变速器液压传感器/开关 F 电路 
51000993         P0993 变速器液压传感器/开关 F 电路范围/性能 
51000994         P0994 变速器液压传感器/开关 F 电路低 
51000995         P0995 变速器液压传感器/开关 F 电路高 
51000996         P0996 变速器液压传感器/开关 F 电路间歇性故障 
51000997         P0997 换档电磁阀 F 控制电路范围/性能 
51000998         P0998 换档电磁阀 F 控制电路低 
51000999         P0999 换档电磁阀 F 控制电路高 
5100099a         P099A 换档电磁阀 G 控制电路范围/性能 
5100099b         P099B 换档电磁阀 G 控制电路低 
5100099c         P099C 换档电磁阀 G 控制电路高 
5100099d         P099D 换档电磁阀 H 控制电路范围/性能 
5100099e         P099E 换档电磁阀 H 控制电路低 
5100099f         P099F 换档电磁阀 H 控制电路高 
51000960         P0960 压力控制电磁阀 A 控制电路/开路 
51000961         P0961 压力控制电磁阀 A 控制电路范围/性能 
51000962         P0962 压力控制电磁阀 A 控制电路低 
51000963         P0963 压力控制电磁阀 A 控制电路高 
51000964         P0964 压力控制电磁阀 B 控制电路/开路 
51000965         P0965 压力控制电磁阀 B 控制电路范围/性能 
51000966         P0966 压力控制电磁阀 B 控制电路低 
51000967         P0967 压力控制电磁阀 B 控制电路高 
51000968         P0968 压力控制电磁阀 C 控制电路/开路 
51000969         P0969 压力控制电磁阀 C 控制电路范围/性能 
51000970         P0970 压力控制电磁阀 C 控制电路低 
51000971         P0971 压力控制电磁阀 C 控制电路高 
51000972         P0972 换档电磁阀 A 控制电路范围/性能 
51000973         P0973 换档电磁阀 A 控制电路低 
51000974         P0974 换档电磁阀 A 控制电路高 
51000975         P0975 换档电磁阀 B 控制电路范围/性能 
51000976         P0976 换档电磁阀 B 控制电路低 
51000977         P0977 换档电磁阀 B 控制电路高 
51000978         P0978 换档电磁阀 C 控制电路范围/性能 
51000979         P0979 换档电磁阀 C 控制电路低 
51000940         P0940 液压机油温度传感器电路高 
51000941         P0941 液压机油温度传感器电路间歇性故障 
51000942         P0942 液压装置 
51000943         P0943 液压单元循环周期过短 
51000944         P0944 液压单元压力损失 
51000945         P0945 液压泵继电器电路/开路 
51000946         P0946 液压泵继电器电路范围/性能 
51000947         P0947 液压泵继电器电路低 
51000948         P0948 液压泵继电器电路高 
51000949         P0949 自动换档手动自适应学习未完成 
51000950         P0950 自动换档手动控制电路 
51000951         P0951 自动换档手动控制电路范围/性能 
51000952         P0952 自动换档手动控制电路低 
51000953         P0953 自动换档手动控制电路高 
51000954         P0954 自动换档手动控制电路间歇性故障 
51000955         P0955 自动换档手动模式电路 
51000956         P0956 自动换档手动模式电路范围/性能 
51000957         P0957 自动换档手动模式电路低 
51000958         P0958 自动换档手动模式电路高 
51000959         P0959 自动换档手动模式电路间歇性故障 
51000920         P0920 换挡前推执行器电路/开路 
51000921         P0921 换挡前推执行器电路范围/性能 
51000922         P0922 换挡前推执行器电路低 
51000923         P0923 换挡前推执行器电路高 
51000924         P0924 换挡后拉执行器电路/开路 
51000925         P0925 换挡后拉执行器电路范围/性能 
51000926         P0926 换挡后拉执行器电路低 
51000927         P0927 换挡后拉执行器电路高 
51000928         P0928 换档锁止电磁阀控制电路/开路 
51000929         P0929 换档锁止电磁阀控制电路范围/性能 
5100092a         P092A 换挡锁止电磁阀/执行器控制 'B'/开路 
5100092b         P092B 换挡锁定电磁阀/执行器控制电路 'B' 范围/性能 
5100092c         P092C 换挡锁定电磁阀/执行器控制电路 'B' 低 
5100092d         P092D 换挡锁定电磁阀/执行器控制电路 'B' 高 
51000930         P0930 换档锁止电磁阀控制电路低 
51000931         P0931 换档锁止电磁阀控制电路高 
51000932         P0932 液压传感器电路 
51000933         P0933 液压传感器范围/性能 
51000934         P0934 液压传感器电路低 
51000935         P0935 液压传感器电路高 
51000936         P0936 液压传感器电路间歇性故障 
51000937         P0937 液压机油温度传感器电路 
51000938         P0938 液压机油温度传感器范围/性能 
51000939         P0939 液压机油温度传感器电路低 
51000900         P0900 离合器执行器电路/开路 
51000901         P0901 离合器执行器电路范围/性能 
51000902         P0902 离合器执行器电路低 
51000903         P0903 离合器执行器电路高 
51000904         P0904 车门选择位置电路 
51000905         P0905 车门选择位置电路范围/性能 
51000906         P0906 车门选择位置电路低 
51000907         P0907 车门选择位置电路高 
51000908         P0908 车门选择位置电路间歇性故障 
51000909         P0909 车门选择控制错误 
51000910         P0910 车门选择执行器电路/开路 
51000911         P0911 车门选择执行器电路范围/性能 
51000912         P0912 车门选择执行器电路低 
51000913         P0913 车门选择执行器电路高 
51000914         P0914 换档位置电路 
51000915         P0915 换挡位置电路范围/性能 
51000916         P0916 换挡位置电路低 
51000917         P0917 换挡位置电路高 
51000918         P0918 换挡位置电路间歇性故障 
51000919         P0919 换挡位置控制错误 
51000fff         P0FFF 正时参考高分辨率信号 A  不稳定脉冲 
51000c80         P0C80 混合动力电池温度传感器 'G' 电路间歇故障/不稳定 
51000c81         P0C81 混合动力电池温度传感器 'H' 电路 
51000c82         P0C82 混合动力电池温度传感器 'H' 电路范围/性能 
51000c83         P0C83 混合动力电池温度传感器 'H' 电路低 
51000c84         P0C84 混合动力电池温度传感器 'H' 电路高 
51000c85         P0C85 混合动力电池温度传感器 'H' 电路间歇故障/不稳定 
51000c86         P0C86 混合动力电池温度传感器 'F'/'G' 相关性 
51000c87         P0C87 混合动力电池温度传感器 'G'/'H' 相关性 
51000c60         P0C60 驱动马达 'B' 位置传感器电路 'B' 范围/性能 
51000c61         P0C61 驱动马达 'B' 位置传感器电路 'B' 低 
51000c62         P0C62 驱动马达 'B' 位置传感器电路 'B' 高 
51000c63         P0C63 驱动马达 'B' 位置传感器电路 'B' 间歇故障/不稳定 
51000c64         P0C64 发电机位置传感器电路 'A' 
51000c65         P0C65 发电机位置传感器电路 'A' 范围/性能 
51000c66         P0C66 发电机位置传感器电路 'A' 低 
51000c67         P0C67 发电机位置传感器电路 'A' 高 
51000c68         P0C68 发电机位置传感器电路 'A' 间歇故障/不稳定 
51000c69         P0C69 发电机位置传感器电路 'B' 
51000c6a         P0C6A 发电机位置传感器电路 'B' 范围/性能 
51000c6b         P0C6B 发电机位置传感器电路 'B' 低 
51000c6c         P0C6C 发电机位置传感器电路 'B' 高 
51000c6d         P0C6D 发电机位置传感器电路 'B' 间歇故障/不稳定 
51000c6e         P0C6E 混合动力电池温度传感器 'A'/'B' 相关性 
51000c6f         P0C6F 混合动力电池温度传感器  'B'/'C' 相关性 
51000c70         P0C70 混合动力电池温度传感器 'C'/'D' 相关性 
51000c71         P0C71 混合动力电池温度传感器 'D'/'E' 相关性 
51000c72         P0C72 混合动力电池温度传感器 'E'/'F' 相关性 
51000c73         P0C73 马达电子设备冷却液泵 'A' 控制性能 
51000c74         P0C74 马达电子设备冷却液泵 'B' 控制性能 
51000c75         P0C75 混合动力电池系统放电时间过短 
51000c76         P0C76 混合动力电池系统放电时间过长 
51000c77         P0C77 混合动力电池系统预充电时间过短 
51000c78         P0C78 混合动力电池系统预充电时间过长 
51000c79         P0C79 驱动马达 'A' 逆变器电压过高 
51000c7a         P0C7A 驱动马达 'B' 逆变器电压过高 
51000c7b         P0C7B 发电机逆变器电压过高 
51000c7c         P0C7C 混合动力电池温度传感器 'G' 电路 
51000c7d         P0C7D 混合动力电池温度传感器 'G' 电路范围/性能 
51000c7e         P0C7E 混合动力电池温度传感器 'G' 电路低 
51000c7f         P0C7F 混合动力电池温度传感器 'G' 电路高 
51000c40         P0C40 直流/直流电压转换器温度传感器 'B' 电路高 
51000c41         P0C41 直流/直流电压转换器温度传感器 'B' 电路间歇故障/不稳定 
51000c42         P0C42 混合动力电池组冷却液温度传感器电路 
51000c43         P0C43 混合动力电池组冷却液温度传感器电路范围/性能 
51000c44         P0C44 混合动力电池组冷却液温度传感器电路低 
51000c45         P0C45 混合动力电池组冷却液温度传感器电路高 
51000c46         P0C46 混合动力电池组冷却液温度传感器电路间歇性故障/不稳定 
51000c47         P0C47 混合动力电池组冷却液泵控制电路/开路 
51000c48         P0C48 混合动力电池组冷却液泵控制电路低 
51000c49         P0C49 混合动力电池组冷却液泵控制电路高 
51000c4a         P0C4A 混合动力电池组冷却液泵控制性能 
51000c4b         P0C4B 混合动力电池组冷却液泵电压供应电路/开路 
51000c4c         P0C4C 混合动力电池组冷却液泵电压供应电路低 
51000c4d         P0C4D 混合动力电池组冷却液泵电压供应电路高 
51000c4e         P0C4E 驱动马达 'A' 位置超出学习极限 
51000c4f         P0C4F 驱动马达 'B' 位置超出学习极限 
51000c50         P0C50 驱动马达 'A' 位置传感器电路 'A' 
51000c51         P0C51 驱动马达 'A' 位置传感器电路 'A' 范围/性能 
51000c52         P0C52 驱动马达 'A' 位置传感器电路 'A' 低 
51000c53         P0C53 驱动马达 'A' 位置传感器电路 'A' 高 
51000c54         P0C54 驱动马达 'A' 位置传感器电路 'A' 间歇故障/不稳定 
51000c55         P0C55 驱动马达 'B' 位置传感器电路 'A' 
51000c56         P0C56 驱动马达 'B' 位置传感器电路 'A' 范围/性能 
51000c57         P0C57 驱动马达 'B' 位置传感器电路 'A' 低 
51000c58         P0C58 驱动马达 'B' 位置传感器电路 'A' 高 
51000c59         P0C59 驱动马达 'B' 位置传感器电路 'A' 间歇故障/不稳定 
51000c5a         P0C5A 驱动马达 'A' 位置传感器电路 'B' 
51000c5b         P0C5B 驱动马达 'A' 位置传感器电路 'B' 范围/性能 
51000c5c         P0C5C 驱动马达 'A' 位置传感器电路 'B' 低 
51000c5d         P0C5D 驱动马达 'A' 位置传感器电路 'B' 高 
51000c5e         P0C5E 驱动马达 'A' 位置传感器电路 'B' 间歇故障/不稳定 
51000c5f         P0C5F 驱动马达 'B' 位置传感器电路 'B' 
51000c20         P0C20 辅助变速器液泵相位 U - V - W电路/开路 
51000c21         P0C21 辅助变速器液泵相位 U - V - W电路低 
51000c22         P0C22 辅助变速器液泵相位 U - V - W电路高 
51000c23         P0C23 辅助变速器液泵控制模块电路/开路 
51000c24         P0C24 辅助变速器液泵控制模块电路低 
51000c25         P0C25 辅助变速器液泵控制模块电路高 
51000c26         P0C26 辅助变速器液泵马达电流 
51000c27         P0C27 辅助变速器液泵马达电流低 
51000c28         P0C28 辅助变速器液泵马达电流高 
51000c29         P0C29 辅助变速器液泵驱动电路性能 
51000c2a         P0C2A 辅助变速器液泵马达失速 
51000c2b         P0C2B 辅助变速器液泵控制模块反馈信号 
51000c2c         P0C2C 辅助变速器液泵控制模块反馈信号范围/性能 
